2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416555995</div>;02.12.2021 - 03:42:36 AM;3;97
4;200;t|19.11|ti|UL|ts|1638416556140;02.12.2021 - 03:42:36 AM;1;30
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.92 /><ti value = XML /><ts value = 1638416556299 /> </measure>;02.12.2021 - 03:42:36 AM;9;127
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.92 /><ti value = XML /><ts value = 1638416556449 /> </measure>;02.12.2021 - 03:42:36 AM;7;127
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.92 /><ti value = XML /><ts value = 1638416556595 /> </measure>;02.12.2021 - 03:42:36 AM;5;127
5;200;t|;02.12.2021 - 03:42:36 AM;5;2
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.92 /><ti value = XML /><ts value = 1638416556935 /> </measure>;02.12.2021 - 03:42:36 AM;8;127
5;200;t|;02.12.2021 - 03:42:37 AM;8;2
7;200;t|19.11|ti|TEROS12|ts|1638416557266;02.12.2021 - 03:42:37 AM;2;35
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxNjU1NzIxN3x0aXxsb3Jh};02.12.2021 - 03:42:37 AM;1;303
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416557549</div>;02.12.2021 - 03:42:37 AM;7;97
3;200;{t:19.39,ti:JSON,ts:1638416557896};02.12.2021 - 03:42:37 AM;1;34
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416558181</div>;02.12.2021 - 03:42:38 AM;3;97
7;200;t|19.11|ti|TEROS12|ts|1638416558339;02.12.2021 - 03:42:38 AM;1;35
3;200;{t:19.39,ti:JSON,ts:1638416558498};02.12.2021 - 03:42:38 AM;2;34
3;200;{t:19.39,ti:JSON,ts:1638416558650};02.12.2021 - 03:42:38 AM;1;34
5;200;{applicationID:5,applicationNam:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYyNjk3OTc0OTgwNA==};02.12.2021 - 03:42:38 AM;1;294
6;200;{applicationID:5,applicationName:mestrado_simulacao,deviceName:DHT11,devEUI:221597e4529df57d,rxInfo:[{gatewayID:000000ffff001000,name:ExpGW,rssi:-57,loRaSNR:7,location:{latitude:0,longitude:0,altitude:0}}],txInfo:{frequency:915000000,dr:5},adr:false,fCnt:0,fPort:1,data:dHN8MTYzODQxNjU1ODU4Mnx0aXxsb3Jh};02.12.2021 - 03:42:38 AM;2;303
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416558984</div>;02.12.2021 - 03:42:39 AM;2;97
4;200;t|19.11|ti|UL|ts|1638416559150;02.12.2021 - 03:42:39 AM;2;30
7;200;t|19.11|ti|TEROS12|ts|1638416559302;02.12.2021 - 03:42:39 AM;1;35
4;200;t|19.11|ti|UL|ts|1638416559547;02.12.2021 - 03:42:39 AM;2;30
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.92 /><ti value = XML /><ts value = 1638416559716 /> </measure>;02.12.2021 - 03:42:39 AM;7;127
4;200;t|19.11|ti|UL|ts|1638416559869;02.12.2021 - 03:42:39 AM;1;30
7;200;t|19.11|ti|TEROS12|ts|1638416560142;02.12.2021 - 03:42:40 AM;0;35
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.92 /><ti value = XML /><ts value = 1638416560320 /> </measure>;02.12.2021 - 03:42:40 AM;8;127
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416560485</div>;02.12.2021 - 03:42:40 AM;5;97
3;200;{t:19.39,ti:JSON,ts:1638416560630};02.12.2021 - 03:42:40 AM;2;34
7;200;t|19.11|ti|TEROS12|ts|1638416560791;02.12.2021 - 03:42:40 AM;1;35
2;200;<!DOCTYPE html><div id=temperature>19.92</div><div id=ti>HTML</div><div id=ts>1638416560946</div>;02.12.2021 - 03:42:40 AM;1;97
3;200;{t:19.39,ti:JSON,ts:1638416561106};02.12.2021 - 03:42:41 AM;2;34
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.92 /><ti value = XML /><ts value = 1638416561288 /> </measure>;02.12.2021 - 03:42:41 AM;6;127
1;200;<measure device=dht22 key=4jggokgpepnvsb2uv4s40d59ov><t value=19.92 /><ti value = XML /><ts value = 1638416561450 /> </measure>;02.12.2021 - 03:42:41 AM;10;127
3;200;{t:19.39,ti:JSON,ts:1638416561598};02.12.2021 - 03:42:41 AM;1;34
